unix_time,cur_time,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,imu_mx,imu_my,imu_mz,imu_T,mag_x,mag_y,mag_z,temp,enviro_t,enviro_p,enviro_h,,,,,,,,,,,
1739394775,12:40.4,-2832,-2102,-1965,-433,1325,-1019,348,-150,-113,9,2360,-835,-3094,4092.875,0.34,980.56,55.557,3,78,26,91,97,33,20,20,12,12,11
1739394775,12:40.4,-2655,-2173,-2109,-732,1283,-903,332,-151,-124,9,2160,-822,-3244,4092.875,0.33,980.57,55.571,2,88,26,89,86,30,16,15,20,22,17
1739394775,12:40.5,-2894,-2367,-2575,-1021,758,-1888,322,-151,-127,9.05,2014,-822,-3340,4092.875,0.33,980.55,55.548,3,102,28,97,93,21,23,29,50,46,41
1739394776,12:40.6,-1841,-2294,-2763,-1703,500,-2078,303,-155,-140,9.1,1850,-705,-3450,4092.875,0.32,980.55,55.578,3,103,33,83,74,22,18,17,122,129,124
1739394776,12:40.7,-2160,-1433,-2886,-1824,216,-2534,297,-136,-144,9.1,1777,-576,-3486,4092.8125,0.32,980.54,55.584,2,79,36,84,74,29,23,24,131,135,140
1739394776,12:40.8,-995,-1743,-3281,-796,-786,-3019,308,-140,-130,9.05,1857,-661,-3430,4092.8125,0.32,980.54,55.609,2,104,37,84,80,25,16,18,133,136,141
1739394776,12:40.9,-1599,-1934,-3103,-799,-935,-2637,313,-145,-128,8.86,1983,-739,-3354,4092.8125,0.32,980.54,55.609,3,78,46,84,65,20,14,18,138,139,143
1739394776,12:41.0,-2168,-1808,-3198,-1572,420,-1583,314,-141,-134,9.05,1942,-643,-3386,4092.8125,0.32,980.53,55.628,2,111,50,90,64,22,19,21,143,143,147
1739394776,12:41.2,-1310,-1205,-3415,-1416,-223,-2104,311,-124,-142,9.05,1921,-570,-3415,4092.8125,0.32,980.53,55.622,2,109,54,81,62,30,26,17,146,144,148
1739394776,12:41.3,-514,-1446,-3828,-1046,-637,-2378,320,-137,-138,9.1,2039,-697,-3324,4092.8125,0.32,980.53,55.622,2,94,50,73,70,15,12,17,149,146,149
1739394776,12:41.4,-2243,-1244,-3736,-740,-241,-868,330,-142,-123,9.24,2130,-630,-3269,4092.8125,0.32,980.53,55.628,3,79,42,68,65,19,14,24,150,149,149
1739394776,12:41.5,-942,-997,-4000,-530,-461,-517,334,-131,-115,9.1,2202,-585,-3227,4092.8125,0.32,980.53,55.647,2,81,44,73,66,5,9,21,151,150,150
1739394777,12:41.6,-1622,-1245,-3684,-1332,-323,-1012,335,-122,-123,9.2,2209,-481,-3211,4092.8125,0.32,980.53,55.641,2,88,55,59,66,8,24,10,156,151,150
1739394777,12:41.7,-638,-1176,-3727,-1338,886,-50,319,-108,-134,9.1,2073,-258,-3297,4092.8125,0.32,980.53,55.653,2,113,59,52,58,7,17,14,159,153,150
1739394777,12:41.8,-1324,-746,-3831,-923,471,-482,323,-96,-135,9.05,2000,-108,-3329,4092.8125,0.31,980.53,55.66,2,81,55,56,65,20,19,19,161,152,156
1739394777,12:41.9,-524,-177,-4153,-304,1275,-389,303,-81,-142,9.1,1860,-111,-3439,4092.8125,0.31,980.54,55.673,2,109,55,61,47,16,15,28,161,154,156
1739394777,12:42.1,-687,-543,-3951,-155,-280,-493,306,-89,-140,9.1,1865,-186,-3430,4092.8125,0.31,980.52,55.66,3,98,57,54,49,16,24,15,164,153,154
1739394777,12:42.2,-6,-137,-3656,-1269,1980,-310,286,-76,-145,8.91,1606,-11,-3545,4092.8125,0.31,980.52,55.679,2,110,56,51,45,9,26,14,166,151,152
1739394777,12:42.3,200,-156,-3669,-613,3556,37,239,-66,-167,8.86,1142,130,-3717,4092.8125,0.3,980.53,55.66,3,80,72,60,47,4,13,24,163,141,147
1739394777,12:42.4,2090,368,-3818,-982,3949,327,180,-56,-179,9.34,322,335,-3894,4092.8125,0.3,980.53,55.685,3,113,83,55,36,16,30,20,157,132,142
1739394777,12:42.5,1522,224,-3669,-309,2614,166,130,-45,-181,9.05,-68,390,-3861,4092.8125,0.3,980.53,55.692,2,77,95,55,25,9,11,19,151,122,138
1739394777,12:42.6,2137,368,-3360,-295,1126,-569,108,-33,-174,9.1,-358,473,-3825,4092.8125,0.29,980.54,55.692,3,81,93,57,24,4,2,14,150,121,135
1739394778,12:42.7,2119,9,-3046,-89,352,-588,102,-26,-175,9.1,-420,533,-3809,4092.8125,0.29,980.52,55.704,2,91,97,46,22,4,16,17,147,119,134
1739394778,12:42.8,1855,710,-3568,-462,31,-46,98,-20,-167,8.91,-466,620,-3767,4092.8125,0.29,980.52,55.723,3,89,99,24,17,17,20,25,147,118,133
1739394778,12:42.9,1486,854,-3763,418,-52,-1148,96,-20,-171,9.05,-395,577,-3795,4092.8125,0.29,980.52,55.71,3,77,76,7,18,14,24,14,153,124,136
1739394778,12:43.0,1757,206,-3080,905,-2365,-1782,137,-39,-178,9.2,157,436,-3836,4092.875,0.29,980.53,55.741,2,104,89,1,22,28,18,16,159,135,141
1739394778,12:43.1,910,465,-3425,612,-2306,-653,192,-53,-176,9.05,684,287,-3807,4092.875,0.29,980.53,55.741,3,108,71,17,39,7,21,17,162,142,147
1739394778,12:43.2,543,670,-3744,-187,-2858,-657,233,-54,-168,8.81,1185,270,-3681,4092.875,0.29,980.56,55.748,3,110,71,17,50,0,10,18,163,145,150
1739394778,12:43.3,-1521,992,-4092,154,-2842,-286,278,-58,-142,9,1593,188,-3497,4092.875,0.29,980.53,55.76,2,106,60,23,61,24,29,18,163,149,148
1739394778,12:43.4,-635,702,-3989,257,-2180,-204,318,-66,-130,8.91,2036,111,-3265,4092.875,0.29,980.54,55.76,2,86,45,25,49,7,18,17,162,150,146
1739394778,12:43.5,-684,581,-3733,138,-1273,474,334,-67,-122,9.05,2281,107,-3310,4092.875,0.29,980.54,55.748,2,94,53,29,66,7,15,22,159,150,142
1739394779,12:43.6,-1929,483,-3533,-149,-2136,-247,362,-73,-94,9.24,2557,90,-2842,4092.875,0.28,980.55,55.768,2,94,47,18,61,11,22,19,152,149,139
1739394779,12:43.7,-1976,355,-3525,31,-2185,382,399,-71,-65,8.91,2909,86,-2463,4092.875,0.27,980.56,55.755,3,92,30,17,73,1,23,20,145,145,135
1739394779,12:43.8,-1914,525,-3183,38,-2975,113,419,-63,-24,8.91,3229,92,-1993,4092.875,0.27,980.55,55.768,3,116,27,23,93,18,9,15,137,138,128
1739394779,12:44.0,-2496,492,-3122,-334,-1237,100,446,-73,0,9.05,3426,126,-1720,4092.875,0.26,980.58,55.777,3,97,39,24,87,1,27,26,128,133,120
1739394779,12:44.1,-3014,590,-2756,255,-2441,276,455,-70,39,8.91,3574,124,-1248,4092.875,0.25,980.57,55.777,3,99,26,21,98,8,23,20,120,125,109
1739394779,12:44.2,-3474,671,-2222,204,-2704,388,469,-56,87,8.86,3706,206,-720,4092.875,0.24,980.59,55.779,2,91,20,28,103,25,34,29,113,119,104
1739394779,12:44.3,-3371,298,-1960,174,-1355,750,474,-40,116,8.91,3714,348,-443,4092.875,0.23,980.57,55.785,3,108,20,22,101,38,19,21,109,113,98
1739394779,12:44.4,-3047,903,-1727,-176,-2064,1493,472,-16,144,8.86,3639,693,-155,4092.875,0.22,980.58,55.786,3,105,28,25,107,45,23,23,102,105,90
1739394779,12:44.5,-3357,1475,-1291,-391,-1690,857,454,2,184,9.1,3588,835,214,4092.875,0.22,980.57,55.792,2,107,19,21,119,64,38,42,97,101,83
1739394780,12:44.6,-3947,1384,-915,9,-1097,-587,469,0,196,8.86,3590,760,458,4092.875,0.21,980.58,55.798,3,99,26,28,117,61,43,53,93,98,79
1739394780,12:44.7,-4082,839,-777,-10,-1139,-613,461,-15,227,8.91,3589,637,667,4092.875,0.2,980.6,55.811,2,106,16,28,129,67,42,49,90,95,75
1739394780,12:44.8,-4166,965,-567,-198,-524,-452,459,-17,227,9.05,3569,567,789,4092.875,0.2,980.6,55.798,3,80,20,34,123,69,39,61,88,92,73
1739394780,12:44.9,-4148,966,-496,-98,-532,-216,448,-29,243,8.91,3560,508,878,4092.875,0.2,980.58,55.811,2,99,24,40,134,72,40,55,84,91,72
1739394780,12:45.0,-4728,1053,-516,46,-111,-542,456,-28,249,8.91,3570,428,897,4092.875,0.2,980.59,55.836,2,117,20,27,119,84,34,68,88,93,75
1739394780,12:45.1,-3452,481,-681,600,184,190,461,-28,232,8.91,3601,403,814,4092.9375,0.2,980.58,55.83,2,98,32,27,128,69,28,24,91,94,76
1739394780,12:45.2,-4544,739,-954,281,1297,-584,467,-29,221,8.91,3652,365,593,4092.9375,0.2,980.58,55.823,3,104,20,28,122,79,29,24,98,104,85
1739394780,12:45.4,-3548,352,-789,54,2079,-1070,471,-58,184,8.86,3740,171,117,4092.875,0.2,980.58,55.842,3,120,21,30,111,57,27,25,105,113,94
1739394780,12:45.5,-3004,433,-1129,-49,2246,-914,480,-72,141,8.91,3784,44,-269,4092.875,0.2,980.58,55.842,3,92,27,16,100,63,20,22,116,122,105
1739394780,12:45.6,-3504,584,-1738,-132,2291,-576,483,-81,94,9.1,3720,-71,-842,4092.875,0.2,980.57,55.854,3,86,29,15,104,65,21,3,125,132,113
1739394781,12:45.7,-3932,91,-2555,440,2655,900,464,-73,41,8.81,3540,22,-1414,4092.9375,0.2,980.57,55.854,2,104,37,20,89,51,20,16,135,141,128
1739394781,12:45.8,-1975,325,-2724,-163,3130,155,434,-76,7,8.91,3386,29,-1803,4092.9375,0.2,980.57,55.879,2,116,35,17,83,65,17,14,142,144,131
1739394781,12:45.9,-3013,698,-3179,-237,1784,898,424,-66,-24,8.48,3202,148,-2065,4093,0.2,980.58,55.873,2,101,36,19,74,72,21,15,147,148,139
1739394781,12:46.0,-2553,229,-3212,541,1892,862,404,-61,-41,8.67,2968,252,-2405,4093,0.19,980.58,55.88,2,112,43,14,76,60,19,22,155,152,142
1739394781,12:46.1,-2228,742,-3530,2,1610,115,385,-50,-77,8.91,2731,321,-2643,4093,0.19,980.58,55.874,3,111,58,19,58,66,8,12,160,154,150
1739394781,12:46.2,-191,449,-3939,927,1713,-320,351,-59,-98,9.1,2411,206,-2977,4093,0.19,980.58,55.887,3,97,50,6,42,65,19,11,164,157,151
1739394781,12:46.3,-571,-82,-3842,-316,1683,502,329,-64,-122,9.1,2142,219,-3181,4093,0.19,980.58,55.893,3,87,43,25,52,55,9,14,166,156,153
1739394781,12:46.4,-345,477,-3892,343,1681,-82,317,-59,-141,8.91,1923,149,-3325,4093,0.19,980.57,55.893,2,95,51,16,40,55,15,26,168,155,154
1739394781,12:46.5,-171,447,-4035,2,1217,-209,293,-73,-142,9,1793,111,-3431,4092.9375,0.19,980.57,55.912,2,88,55,13,36,64,12,17,168,155,155
1739394782,12:46.6,-62,784,-4134,-484,1060,1291,291,-45,-155,8.86,1575,286,-3499,4092.9375,0.19,980.58,55.906,2,101,68,17,36,61,2,14,168,149,154
1739394782,12:46.7,1326,-215,-4118,-720,2100,1347,245,-26,-156,9,1217,542,-3581,4092.9375,0.19,980.58,55.899,2,100,68,19,35,72,0,11,167,146,150
1739394782,12:46.8,1136,125,-3851,-1704,560,-331,245,-8,-151,8.91,1137,926,-3461,4092.9375,0.19,980.57,55.93,3,97,78,25,34,81,8,16,162,140,144
1739394782,12:46.9,330,919,-3681,-2641,588,338,233,39,-131,9.05,1046,1313,-3310,4092.9375,0.19,980.57,55.937,2,84,74,35,38,94,18,11,155,129,132
1739394782,12:47.1,150,1514,-3108,-3231,1035,51,222,89,-111,8.91,883,1884,-2958,4092.9375,0.18,980.58,55.93,3,78,84,26,30,105,21,22,145,117,120
1739394782,12:47.2,1369,2652,-2982,-2868,420,-1032,217,132,-79,8.86,934,2334,-2508,4092.9375,0.19,980.58,55.955,3,108,68,24,39,109,17,17,131,104,102
1739394782,12:47.3,-552,3481,-2247,-2976,604,-75,234,168,-29,8.91,1046,2623,-2066,4092.9375,0.19,980.59,55.962,3,82,72,21,43,112,23,11,110,80,77
1739394782,12:47.4,989,4309,-1847,-2779,541,646,241,188,4,8.91,1081,2833,-1673,4092.9375,0.19,980.58,55.974,3,106,68,25,34,123,21,17,106,77,76
1739394782,12:47.4,1263,4099,-1570,-2426,758,44,230,192,42,8.81,1018,2991,-1310,4092.9375,0.19,980.58,55.962,3,112,74,19,34,126,11,20,101,76,74
1739394782,12:47.5,95,3368,-1217,-1782,-547,-327,233,207,64,8.86,1071,3054,-1098,4092.875,0.2,980.57,55.983,3,77,69,17,33,118,14,15,94,69,69
1739394783,12:47.6,1495,4129,-827,-2414,143,332,230,210,100,8.72,941,3197,-583,4092.875,0.2,980.6,55.983,3,122,66,27,28,131,2,14,79,43,50
1739394783,12:47.7,588,4525,-393,-1527,-486,588,219,221,138,8.81,794,3249,-367,4092.875,0.2,980.6,55.996,3,89,78,13,31,127,15,20,73,35,42
1739394783,12:47.8,1391,4317,-219,-1081,-206,1966,192,226,138,8.91,603,3299,-194,4092.875,0.21,980.59,55.983,3,93,83,17,34,122,19,14,75,42,51
1739394783,12:47.8,1345,4261,-341,-97,-881,1691,172,234,162,8.91,289,3316,-138,4092.875,0.21,980.58,56.002,2,103,90,20,34,103,10,13,79,52,60
1739394783,12:47.9,2138,3563,-453,-272,-672,2463,154,230,153,9.05,41,3332,-148,4092.875,0.22,980.58,56.008,3,86,89,22,21,116,16,15,81,55,62
1739394783,12:48.0,1782,3286,-229,-803,-272,3665,103,239,159,9.05,-512,3292,-67,4092.875,0.22,980.61,56.014,2,88,99,23,17,114,24,9,82,55,63
1739394783,12:48.1,886,3545,-63,-432,-542,88,99,230,173,8.86,-556,3263,-3,4092.875,0.23,980.59,56.026,3,99,96,26,21,107,11,21,77,51,59
1739394783,12:48.1,1756,3231,-236,-720,485,981,86,226,176,8.91,-652,3250,92,4092.875,0.23,980.59,56.013,3,88,93,25,16,103,22,19,73,44,53
1739394783,12:48.2,2955,4009,-440,276,1318,-1480,102,225,178,8.86,-462,3276,97,4092.875,0.24,980.6,56.032,3,101,94,18,25,121,20,16,69,35,43
1739394783,12:48.3,1432,5010,-156,2452,-13,-4633,146,230,151,8.67,189,3327,-51,4092.875,0.24,980.59,56.038,3,79,76,21,27,132,23,26,64,37,40
1739394784,12:48.6,590,3407,-2536,4585,-2636,-2310,298,145,-14,8.91,1834,2277,-1988,4092.8125,0.24,980.57,56.057,3,92,55,23,51,115,13,18,141,126,119
1739394784,12:48.7,-1767,3085,-2849,4979,-2333,-3662,346,80,-35,8.86,2242,1769,-2197,4092.875,0.23,980.57,56.063,3,84,59,25,57,98,15,18,148,141,131
1739394784,12:48.8,-1596,1402,-3110,4669,-846,-2773,366,29,-64,8.72,2542,1032,-2500,4092.875,0.24,980.57,56.076,3,83,43,28,58,80,15,22,155,149,141
1739394784,12:48.8,-1262,851,-3414,3514,-521,304,370,0,-77,8.91,2588,748,-2594,4092.875,0.24,980.59,56.076,3,92,42,24,59,64,14,13,156,153,145
1739394784,12:48.9,-587,-80,-3436,1940,-1130,1236,374,-24,-69,8.86,2662,579,-2589,4092.875,0.24,980.59,56.069,3,83,39,27,66,74,15,22,155,153,144
1739394784,12:49.0,-1559,465,-3373,65,-653,3068,375,2,-67,8.86,2639,783,-2528,4092.875,0.25,980.58,56.091,3,96,30,33,54,73,10,14,158,151,144
1739394784,12:49.1,-1661,1965,-3931,222,955,2871,355,28,-77,8.91,2377,1148,-2603,4092.875,0.25,980.57,56.091,3,88,59,35,48,87,19,17,160,153,143
1739394784,12:49.1,-2064,1317,-3770,1003,1592,3732,328,43,-89,9.05,2100,1293,-2737,4092.875,0.26,980.59,56.097,3,97,55,35,33,80,13,17,163,153,149
1739394784,12:49.2,-731,-45,-3815,459,1295,1742,301,40,-96,8.86,1769,1374,-2936,4092.875,0.26,980.58,56.103,3,101,52,35,35,76,17,14,165,153,151
1739394784,12:49.3,-800,1123,-3786,217,1240,1163,277,54,-110,8.91,1574,1427,-2995,4092.875,0.26,980.57,56.097,2,119,64,40,23,71,3,17,166,152,151
1739394785,12:49.6,716,802,-3920,912,934,-812,219,0,-155,8.91,861,948,-3550,4092.875,0.25,980.58,56.116,3,103,60,52,21,56,7,24,169,153,159
1739394785,12:49.7,194,-103,-3836,889,-29,-1697,224,-12,-152,8.57,922,768,-3602,4092.875,0.24,980.56,56.123,2,117,69,57,17,54,17,17,169,154,160
1739394785,12:49.8,5,410,-4014,1119,1,-1645,233,-16,-161,8.91,996,598,-3639,4092.875,0.23,980.57,56.129,3,96,62,52,25,51,10,15,169,154,161
1739394785,12:49.8,219,235,-3752,945,589,-1469,230,-36,-163,8.72,984,379,-3715,4092.875,0.23,980.57,56.135,2,80,73,63,18,53,6,13,168,153,161
1739394785,12:49.9,528,-357,-4155,1103,624,-774,220,-57,-165,8.86,945,224,-3753,4092.875,0.23,980.58,56.129,3,108,78,53,32,42,4,6,168,153,161
1739394785,12:50.0,470,291,-4271,485,-7,-783,223,-57,-165,8.48,967,135,-3763,4092.875,0.23,980.58,56.135,3,110,68,57,20,50,1,5,167,152,163
1739394785,12:50.0,299,-343,-4387,-41,880,-415,218,-67,-178,8.91,892,108,-3802,4092.875,0.23,980.58,56.148,3,98,70,55,27,45,21,10,166,151,160
1739394785,12:50.1,448,-628,-4091,-398,1048,-247,201,-64,-173,9.05,730,151,-3834,4092.875,0.23,980.57,56.142,3,94,76,54,28,53,4,13,167,148,161
1739394785,12:50.2,897,-146,-3791,-722,1301,-150,187,-45,-171,8.72,594,230,-3830,4092.875,0.23,980.57,56.161,3,81,77,53,20,52,10,19,165,145,157
1739394785,12:50.3,1600,536,-3773,-139,1997,747,167,-53,-174,9,295,303,-3868,4092.875,0.24,980.57,56.167,3,86,88,60,13,62,0,10,160,141,152
1739394786,12:50.6,1765,1355,-2736,-1392,1636,-852,27,10,-138,8.91,-1322,945,-3445,4092.8125,0.22,980.58,56.168,3,97,110,36,22,67,6,24,134,106,124
1739394786,12:50.7,2547,1359,-2958,-563,1810,-722,11,21,-122,8.86,-1457,1070,-3347,4092.8125,0.22,980.57,56.187,3,91,119,38,17,58,11,20,127,101,119
1739394786,12:50.8,3230,-178,-2542,-732,1991,584,-12,30,-116,8.86,-1711,1118,-3170,4092.8125,0.21,980.57,56.187,3,82,121,52,20,64,16,9,122,94,110
1739394786,12:50.8,2909,982,-1905,-1023,2516,729,-37,38,-94,8.57,-1944,1206,-2991,4092.8125,0.22,980.57,56.187,2,75,123,37,13,70,6,16,113,87,102
1739394786,12:50.9,3338,834,-2092,-909,1959,-279,-59,38,-70,8.72,-2224,1247,-2723,4092.8125,0.22,980.56,56.193,3,108,138,46,12,67,11,21,106,80,95
1739394786,12:51.0,2985,1109,-1507,-615,2770,-310,-72,49,-49,8.81,-2412,1318,-2526,4092.8125,0.22,980.58,56.187,3,110,132,43,15,66,17,15,96,73,86
1739394786,12:51.0,4184,579,-900,-1032,2987,413,-107,52,-6,8.86,-2723,1323,-2104,4092.8125,0.23,980.58,56.211,3,78,139,38,22,73,6,11,89,64,80
1739394786,12:51.1,3837,856,-384,-947,2264,611,-122,49,23,8.57,-2905,1281,-1836,4092.8125,0.23,980.57,56.217,3,109,139,45,14,64,16,7,81,58,73
1739394786,12:51.2,4243,1178,-243,-1064,2244,401,-132,44,39,8.91,-3098,1241,-1480,4092.8125,0.23,980.57,56.223,3,107,141,45,22,51,13,14,73,53,66
1739394786,12:51.3,4679,367,15,-398,2019,1198,-148,38,72,8.57,-3202,1183,-1273,4092.8125,0.24,980.59,56.229,3,104,143,61,19,60,14,11,66,48,61
1739394787,12:51.6,3677,225,1937,291,2603,-230,-159,36,204,8.81,-3294,1133,187,4092.8125,0.23,980.58,56.223,3,79,117,47,18,56,14,30,40,26,37
1739394787,12:51.7,4308,720,2450,-246,2667,-321,-144,42,240,8.91,-3204,1190,581,4092.8125,0.22,980.6,56.237,2,74,112,49,30,67,9,20,35,24,33
1739394787,12:51.8,3238,399,2714,-66,2204,-1547,-129,49,262,8.81,-3010,1304,813,4092.8125,0.22,980.6,56.237,2,73,111,62,22,62,18,14,35,23,30
1739394787,12:51.8,2452,996,2866,-269,2506,-1026,-111,61,288,8.86,-2863,1383,1170,4092.8125,0.22,980.6,56.243,3,77,92,57,29,59,10,11,32,21,27
1739394787,12:51.9,2861,831,3179,-409,2750,-467,-92,64,316,8.86,-2600,1418,1421,4092.8125,0.23,980.6,56.26,2,105,99,58,26,61,12,5,29,20,26
1739394787,12:52.0,3051,643,3340,-378,2399,-972,-64,73,348,8.91,-2393,1469,1773,4092.8125,0.23,980.59,56.273,3,120,94,44,29,55,14,18,28,19,23
1739394787,12:52.0,2245,859,3462,-1006,2252,-368,-49,63,375,8.86,-2135,1393,2080,4092.8125,0.23,980.58,56.267,2,112,87,45,27,59,10,19,26,18,22
1739394787,12:52.1,1821,950,3401,-620,2358,-89,-28,59,393,8.53,-1945,1371,2289,4092.8125,0.23,980.58,56.26,3,101,87,62,31,53,20,9,23,16,22
1739394787,12:52.2,1628,355,4052,-1024,2833,253,-3,52,412,8.91,-1618,1209,2578,4092.8125,0.24,980.58,56.286,3,90,66,53,36,49,10,15,20,15,21
1739394787,12:52.3,1645,813,3965,-954,2160,668,13,42,432,9.2,-1448,1105,2766,4092.8125,0.24,980.59,56.286,2,108,69,73,43,38,18,28,20,16,20
1739394788,12:52.6,18,-1280,4226,-2131,1145,295,82,-82,492,8.81,-695,-339,3320,4092.8125,0.23,980.59,56.286,2,101,53,87,48,23,15,31,24,20,25
1739394788,12:52.7,78,-2112,3832,-2885,126,502,90,-138,490,8.81,-643,-962,3278,4092.8125,0.22,980.57,56.287,2,80,58,95,63,33,23,21,27,22,29
1739394788,12:52.8,-526,-1771,3872,-3116,-739,-205,71,-191,477,8.57,-778,-1448,3127,4092.8125,0.21,980.58,56.287,3,88,56,104,66,16,18,8,31,27,35
1739394788,12:52.9,-383,-2147,3526,-3079,-220,-715,64,-241,457,8.67,-918,-2065,2849,4092.8125,0.21,980.58,56.299,2,108,62,116,54,23,20,14,36,32,41
1739394788,12:53.0,-189,-2800,2492,-2932,-120,-92,60,-286,429,9,-999,-2586,2490,4092.8125,0.2,980.59,56.299,2,101,61,127,54,19,10,22,43,40,48
1739394788,12:53.1,378,-4143,2015,-2196,-766,-457,35,-317,400,8.57,-1117,-2856,2208,4092.75,0.2,980.58,56.312,2,78,63,140,55,12,11,20,51,48,57
1739394788,12:53.3,650,-3163,1661,-2837,-2465,-145,11,-357,354,8.72,-1503,-3244,1586,4092.75,0.2,980.58,56.324,2,103,70,137,52,18,7,20,63,58,66
1739394788,12:53.4,776,-3932,1045,-2399,-2920,-1050,-25,-378,296,8.91,-1991,-3390,826,4092.75,0.19,980.58,56.332,2,85,66,128,44,32,16,14,76,68,82
1739394788,12:53.5,1087,-3610,106,-2696,-3272,-353,-53,-380,221,8.67,-2301,-3474,-101,4092.75,0.19,980.59,56.332,3,115,76,129,56,17,24,2,88,82,95
1739394789,12:53.6,1413,-4046,-623,-2563,-2833,-501,-75,-375,144,8.86,-2392,-3429,-746,4092.75,0.19,980.6,56.344,3,101,75,129,49,5,18,13,102,96,116
1739394789,12:53.7,1510,-3562,-1185,-3339,-2446,1479,-45,-385,61,9.05,-2038,-3471,-1658,4092.75,0.19,980.59,56.35,2,85,45,110,53,17,20,20,118,113,128
1739394789,12:53.8,-6,-2621,-2152,-2476,-2252,1678,-9,-387,-4,8.72,-1566,-3387,-2320,4092.75,0.19,980.6,56.35,2,105,50,109,62,26,19,18,122,119,136
1739394789,12:53.9,-115,-2647,-2654,-1214,-1271,-880,6,-370,-35,8.72,-1484,-3217,-2563,4092.75,0.19,980.61,56.363,2,99,57,99,68,24,14,13,120,111,141
1739394789,12:54.0,-863,-3153,-2900,-1050,-1194,-1349,2,-341,-62,8.57,-1484,-2975,-2831,4092.75,0.19,980.6,56.375,2,105,49,112,50,25,7,34,121,108,146
1739394789,12:54.1,198,-3076,-2717,-931,-991,-4326,-27,-303,-72,8.81,-1928,-2388,-3034,4092.75,0.19,980.59,56.388,3,116,48,104,54,24,14,9,127,104,149
1739394789,12:54.2,979,-2504,-3375,-1135,-367,-2151,-51,-249,-96,8.86,-2134,-1839,-3211,4092.75,0.19,980.59,56.375,2,102,58,95,54,25,9,21,141,124,155
1739394789,12:54.3,832,-1805,-3628,-1259,-195,-1676,-50,-202,-105,8.86,-2189,-1427,-3283,4092.75,0.19,980.59,56.382,3,107,68,79,39,25,12,11,153,134,158
1739394789,12:54.4,1976,-2232,-3177,-968,-582,-4770,-62,-154,-115,8.72,-2255,-715,-3363,4092.75,0.19,980.58,56.388,3,118,70,77,50,43,6,17,160,141,162
1739394789,12:54.5,1629,-709,-3723,-1143,-1298,-3586,-38,-82,-124,8.81,-1962,46,-3478,4092.75,0.19,980.57,56.394,2,85,76,68,33,28,23,19,169,148,164
1739394790,12:54.6,1016,-446,-3859,-632,-1726,-4424,1,-31,-136,8.33,-1579,501,-3541,4092.75,0.2,980.56,56.416,2,102,74,64,37,34,13,16,173,152,165
1739394790,12:54.8,1087,-718,-3752,-268,-1665,-4214,54,2,-155,8.67,-933,897,-3597,4092.75,0.2,980.55,56.406,3,105,72,71,45,46,10,14,177,156,167
1739394790,12:54.9,977,-23,-3832,-495,-1462,-4166,103,33,-150,8.86,-278,1158,-3567,4092.75,0.2,980.56,56.428,2,125,60,60,45,53,15,18,178,160,165
1739394790,12:55.0,185,21,-3822,-150,-1021,-4557,156,36,-148,8.86,174,1237,-3524,4092.75,0.2,980.56,56.434,3,98,63,64,49,45,8,16,176,161,167
1739394790,12:55.1,906,-52,-3949,-200,506,-3381,174,34,-141,8.91,382,1286,-3471,4092.75,0.2,980.57,56.441,3,83,60,53,50,53,16,14,176,162,165
1739394790,12:55.2,1058,844,-3844,-510,-203,-2006,190,45,-135,8.57,601,1374,-3383,4092.75,0.19,980.57,56.438,2,83,65,47,58,50,10,21,177,163,166
1739394790,12:55.3,143,1162,-3962,-234,58,-1888,196,42,-136,8.72,732,1388,-3352,4092.75,0.19,980.58,56.45,2,83,40,51,53,53,15,19,176,161,162
1739394790,12:55.4,-451,651,-4037,-408,192,-1742,225,52,-131,8.72,874,1389,-3310,4092.75,0.19,980.58,56.444,3,119,57,48,56,59,6,17,177,162,164
1739394790,12:55.5,-1221,820,-3894,-125,-196,-2012,227,48,-135,8.81,1117,1315,-3258,4092.75,0.19,980.58,56.457,2,77,51,48,65,58,16,19,174,163,160
1739394791,12:55.6,-1057,284,-3968,-21,-439,-3607,271,30,-128,8.81,1436,1165,-3215,4092.75,0.19,980.58,56.476,3,97,54,53,54,50,8,20,175,164,160
1739394791,12:55.7,-1195,-64,-3873,-470,-545,-3153,290,14,-122,8.67,1723,965,-3149,4092.75,0.19,980.58,56.469,2,119,49,50,60,62,23,22,175,164,159
1739394791,12:55.8,-1072,523,-3777,-763,504,-2367,299,3,-115,8.72,1858,877,-3130,4092.75,0.19,980.57,56.492,2,120,55,42,57,61,11,20,176,163,160
1739394791,12:55.9,-23,811,-4028,-408,879,-647,306,5,-133,8.91,1780,891,-3169,4092.75,0.19,980.57,56.479,2,118,52,46,63,61,21,15,176,163,161
1739394791,12:56.0,-706,618,-3864,501,-160,-1097,306,-10,-121,8.53,1838,785,-3187,4092.75,0.19,980.57,56.486,3,107,60,55,54,62,15,19,176,164,163
1739394791,12:56.1,-800,718,-3817,591,814,639,295,-19,-134,8.72,1738,667,-3289,4092.75,0.19,980.57,56.504,2,81,52,46,50,62,14,16,176,165,166
1739394791,12:56.2,-573,486,-3959,826,908,756,278,-20,-140,8.67,1538,563,-3435,4092.75,0.2,980.56,56.516,3,94,62,56,53,54,19,18,177,164,168
